Country Code,Country Name,Series Code,Series Name,YR1960--1960,YR1961--1961,YR1962--1962,YR1963--1963,YR1964--1964,YR1965--1965,YR1966--1966,YR1967--1967,YR1968--1968,YR1969--1969,YR1970--1970,YR1971--1971,YR1972--1972,YR1973--1973,YR1974--1974,YR1975--1975,YR1976--1976,YR1977--1977,YR1978--1978,YR1979--1979,YR1980--1980,YR1981--1981,YR1982--1982,YR1983--1983,YR1984--1984,YR1985--1985,YR1986--1986,YR1987--1987,YR1988--1988,YR1989--1989,YR1990--1990,YR1991--1991,YR1992--1992,YR1993--1993,YR1994--1994,YR1995--1995,YR1996--1996,YR1997--1997,YR1998--1998,YR1999--1999,YR2000--2000,YR2001--2001,YR2002--2002,YR2003--2003,YR2004--2004,YR2005--2005,YR2006--2006,YR2007--2007,YR2008--2008,YR2009--2009,YR2010--2010,YR2011--2011
ISR,Israel,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,958435.7595,983920.578,1037561.952,1096091.087,1134715.959,1148111.64,1155577.057,1163930.905,1183170.16,1216511.101,1237803.23,1238687.002,1259799.001,1304917.572,1349367.4,1395821.672,1461917.982,1514759.062,1514845.164,1569288.928,..
ISR,Israel,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1589468.935,1653628.375,1761644.563,1883766.094,1976017.384,2024455.088,2048939.162,2088667.08,2155349.032,2234260.563,2280342.776,2294680.085,2342050.245,2414583.271,2515015.953,2599637.142,2719171.234,2821410.923,2867306.463,2967470.366,..
ITA,Italy,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7438667.604,7251758.877,7107595.728,7081127.765,7025009.261,7119115.167,7161821.574,7250811.993,7463373.371,7650462.738,7938450.506,8143329.015,8360036.393,8854394.301,8861160.348,9060309.76,9168704.289,9306504.528,9162460.671,9140404.373,..
ITA,Italy,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14101712.14,13800861.3,13623857.06,13293245,13091691.93,13050039.59,13029727.99,13026173.77,13042975.17,13110308.96,13227458.75,13403197.17,13620536.91,13894216.65,13871991.48,14069828.81,14220690,14278588.58,14010720.23,13870142.7,..
ITA,Italy,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21538182.53,21068650.86,20722030.19,20400895.57,20113757.83,20161771.76,20206850.7,20289187.47,20510410.3,20782986.37,21154293.61,21529464.41,22006294.26,22733113.21,22757533.43,23145322.52,23369929.85,23602855.26,23175871.62,23025978.76,..
JAM,Jamaica,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420866.1792,424491.6124,433651.0365,443770.3393,433208.9995,424943.0919,415382.4834,412376.7873,409479.6297,409022.6465,416077.218,416725.3896,435169.0018,445383.1278,455659.1774,473579.9864,483095.275,482927.6985,467876.4607,454630.357,..
JAM,Jamaica,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,560582.4658,564750.7143,560620.8324,573091.5294,574094.778,577398.065,581825.6651,590018.346,593478.9021,596882.2815,598258.6858,596979.8678,618128.3977,617873.1789,626835.7948,637317.5137,642870.955,640353.7336,620854.15,616835.1245,..
JAM,Jamaica,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,981193.2499,988851.79,994836.8642,1017236.506,1007699.875,1001879.577,998426.4424,1002723.761,1003217.38,1006175.972,1014568.613,1013222.901,1053190.72,1063129.14,1082485.77,1111647.251,1126556.195,1122745.942,1087916.564,1071733.363,..
JPN,Japan,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26008854.51,26277110.65,26102139.72,26150946.49,26203929.42,26327164.46,26719694.94,26609409.37,26305506.91,26263969.89,26225521.98,25957110.25,26013815.38,26188107.47,26351907,26505710.88,26662489.17,26628661.32,26462688.18,26988861.79,..
JPN,Japan,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37709424.59,38191963.84,38400330.17,38419721.43,38586662.86,38736695.83,38971869.77,38613193.86,38315536.19,38154318.87,37892782.33,37517360.94,37388363.37,37289028.11,37332619.73,37360811.5,37659401.98,37448629.69,36623993.94,36342604.17,..
JPN,Japan,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63702902.58,64452832.54,64541402.2,64654952.43,64769520.04,65095761.82,65721161.28,65248015.95,64596448.62,64339886.99,64090800.74,63501391.7,63427283.71,63443605.7,63652373.47,63835792.5,64246237.68,64056600.08,63049476.37,63273771.97,..
JOR,Jordan,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48693.46858,57264.73132,66469.94294,74860.05647,95800.42915,104601.1683,112367.7893,119130.2159,120795.9249,123584.7499,118235.8964,127262.3838,124544.1795,127369.5001,147529.7935,154552.5316,188598.4731,190466.7902,207075.6402,217994.0143,..
JOR,Jordan,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,565959.7446,611722.1728,667523.0932,716298.1369,790061.1572,830161.971,865043.4951,890551.8014,900463.0066,910636.169,929343.1665,942573.6599,981582.5801,1042765.074,1062610.481,1069730.376,1090233.324,1104141.592,1133329.182,1142790.92,..
JOR,Jordan,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,614719.4562,668722.2239,734001.3997,792135.605,886299.1218,933830.4703,977078.907,1009403.882,1022430.92,1034034.841,1046177.855,1072370.709,1106132.507,1170148.918,1209320.888,1222557.416,1280211.082,1294406.875,1341956.617,1360337.551,..
KAZ,Kazakhstan,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3321209.659,3204042.226,3273952.559,3372805.464,3196255.069,3099911.816,3089629.655,3076083.459,3077742.167,3148911.297,3298323.175,3388020.393,3441399.753,3477037.994,3558482.46,3648613.253,3739693.934,3839719.618,3941162.838,4039687.686,..
KAZ,Kazakhstan,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3872942.94,3774173.421,3814674.623,3855962.26,3672835.464,3556841.716,3500373.229,3440448.039,3407088.086,3432840.128,3526462.986,3592157.496,3635987.534,3673481.76,3747835.265,3821040.001,3912910.079,4007300.562,4137961.028,4237736.973,..
KAZ,Kazakhstan,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7197087.662,6976069.187,7091967.016,7220041.019,6866966.247,6655526.529,6594333.79,6526260.547,6483981.744,6579988.271,6826719.048,6986958.03,7072514.491,7150672.467,7305295.294,7466410.501,7653935.132,7846667.528,8085187.43,8283051.429,..
KEN,Kenya,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3925540.648,4054434.284,4185670.55,4314969.583,4439345.633,4557524.006,4670309.549,4779369.779,4887248.738,4995611.621,5105112.773,5214779.299,5332439.236,5446489.467,5565663.662,5743200.967,5920435.471,6110723.885,6306664.439,6499029.579,..
KEN,Kenya,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4430677.326,4582387.838,4737784.692,4892174.056,5042286.033,5179039.625,5318083.251,5446270.082,5574343.192,5712943.967,5846066.828,5989818.718,6132489.782,6269909.654,6409590.811,6624492.798,6837656.543,7063370.951,7284740.645,7516182.752,..
KEN,Kenya,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8351467.609,8644856.36,8931783.726,9201609.333,9475733.85,9737771.764,9989412.309,10218159.84,10461813.96,10708317.89,10959270.66,11212305.74,11462548.12,11723198.81,11971564.61,12353229.17,12753957.25,13180938.13,13598381.63,14010676.92,..
KIR,Kiribati,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KIR,Kiribati,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KIR,Kiribati,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PRK,"Korea, Dem. Rep.",SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5761396.855,5824313.74,5894857.011,5963656.328,6010619.377,5945134.37,6005664.14,6049940.037,6125900.784,6180131.355,6220237.73,6265074.005,6307818.731,6360279.966,6406178.298,6464361.825,6506032.589,6557568.978,6597943.012,6673665.861,..
PRK,"Korea, Dem. Rep.",SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6207468.157,6305898.276,6415585.392,6513315.95,6580618.242,6470438.772,6537309.136,6596490.083,6678990.655,6728225.576,6767904.936,6831832.125,6871436.043,6912542.891,6955861.714,7010244.918,7040263.7,7079386.29,7126367.053,7216575.623,..
PRK,"Korea, Dem. Rep.",SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11960131.34,12129369.95,12310391.53,12469845.82,12584797.94,12415694.56,12552214.37,12640649.56,12808314.16,12920291.79,12974320.3,13091562.03,13172708.82,13273474.17,13361512.15,13472941.31,13552281.83,13632403.73,13728125.54,13893428.22,..
KOR,"Korea, Rep.",SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7590056.534,7702831.317,7809119.207,8083872.487,8388086.598,8637996.585,8870019.333,8205793.915,8431632.279,8842831.786,9066389.099,9279092.05,9181122.885,9443677.1,9557970.318,9742609.125,9869304.793,9941394.995,9822290.838,9946226.246,..
KOR,"Korea, Rep.",SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11550527.94,11792362.11,11891537.21,12254291.63,12606414.88,12803267.38,12930310.57,12256988.02,12391582.83,12811094.01,12975510.28,13317520.07,13372010.19,13494664.53,13513285.07,13604177.88,13783420.18,13847243.8,13853675.02,14011509.21,..
KOR,"Korea, Rep.",SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19157945.13,19481376.7,19720564.21,20359584.8,20980950.3,21442038.55,21796478.38,20473383.68,20830793.65,21661322.12,22031642.29,22591222.71,22534595.95,22921199.4,23054184.5,23347109.15,23651375.4,23783607.22,23648661.42,23948573.97,..
KSV,Kosovo,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KSV,Kosovo,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KSV,Kosovo,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KWT,Kuwait,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205671.3723,..,..,..,178713.9736,182405.5766,193199.6982,208553.2837,224567.8581,239247.1063,251913.746,262293.2198,272518.8676,277328.9685,280726.0211,286468.898,291648.1451,296809.6918,308363.6466,317082.4863,..
KWT,Kuwait,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,567141.9627,..,..,..,588416.052,605383.2217,628461.2293,655279.8958,684669.3527,714972.5518,745797.1711,774896.2452,805703.3156,833119.6253,862045.7072,891267.877,921843.2503,950641.5247,980359.8828,1011364.165,..
KWT,Kuwait,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,773513.2508,..,..,..,767444.04,787594.08,822058.7817,863720.4472,909540.1005,954352.69,998486.2755,1037991.483,1077750.491,1110881.622,1142720.776,1178125.267,1213080.025,1247630.851,1289671.443,1327943.473,..
KGZ,Kyrgyz Republic,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,749120.9196,752506.8103,751093.8254,747658.5321,755208.6461,783398.0957,798568.5495,795503.6179,827559.4284,845483.5281,853820.345,809400.3068,844056.1978,866274.9489,894344.1342,917407.0021,932698.757,946929.7354,962999.8857,978680.8557,..
KGZ,Kyrgyz Republic,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,904214.7915,910897.2552,912057.1169,917991.2334,929777.6561,960574.9194,986305.4826,992765.9334,1035925.521,1064812.024,1083860.29,1058909.917,1114636.197,1157383.255,1216538.189,1257307.17,1278043.717,1294722.042,1311977.631,1327222.616,..
KGZ,Kyrgyz Republic,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1655170.726,1663417.103,1662814.755,1666660.829,1685751.041,1743067.128,1784027.299,1790445.185,1862655.752,1910952.852,1938090.073,1870166.345,1957063.959,2023623.88,2111219.351,2173548.312,2211627.431,2242864.743,2274603.311,2305669.896,..
LAO,Lao PDR,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,966643.5549,993068.175,1019839.204,1046601.689,1073158.108,1104982.485,1128251.463,1154699.226,1180743.239,1208366.266,1237643.225,1268417.608,1297339.401,1325821.116,1373243.315,1408089.514,1445930.661,1484376.972,1522662.542,1560185.399,..
LAO,Lao PDR,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,970168.5483,993320.8292,1017549.879,1040602.309,1063897.631,1098494.406,1124176.917,1151668.9,1178029.642,1206183.739,1232932.905,1259973.5,1283339.444,1307200.443,1356208.181,1393697.459,1434168.611,1478325.618,1522730.198,1566140.273,..
LAO,Lao PDR,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1938378.681,1985483.085,2037741.142,2087541.64,2137368.7,2203833.588,2254224.925,2305278.681,2357652.078,2414967.644,2471037.13,2528911.437,2579576.263,2633595.492,2730120.066,2804298.562,2882647.953,2963388.939,3044094.297,3126992.33,..
LCN,Latin America & Caribbean (all income levels),SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54180089.89,59283641.5,61695095.88,63983337.92,66085726.28,66845058.34,70565201.9,72744543.39,75643055.76,77551082.65,79862043.65,82696853.95,84428550.4,88507012.04,91831939.66,94243684.69,97332696.79,100049659.6,101578564,105099875.4,..
LCN,Latin America & Caribbean (all income levels),SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108612462.1,112551115.9,115235811.9,117137653.7,118298639,120115112.4,123775411.7,126215615.1,127966349.5,129651434.2,131702624.8,133746875.5,135601133.4,139598268.5,142697565.1,145554185.1,148260486.3,151526575.5,151767158,155413602,..
LCN,Latin America & Caribbean (all income levels),SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162809741.1,171876246.2,176881840.3,181111897,184318646.5,186925949.5,194314049.8,199058396.7,203685903.8,207251306.9,211555213,216453934,220152713.1,228122192.8,234583512,239835047.6,245586732.1,251587670.3,253296653.7,260518574.6,..
LAC,Latin America & Caribbean (developing only),SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53568571.98,58664727.52,61040373.38,63304434.08,65385326.46,66121656.06,69815966.68,71982014.33,74828586.46,76732158.47,79025411.62,81846285.62,83554690.14,87602018.3,90899481.81,93289472.44,96387151.81,99103798.3,100643894.6,104187288.2,..
LAC,Latin America & Caribbean (developing only),SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107651266.6,111584059.6,114241074.2,116101940.7,117239929.5,119011765.4,122641838.2,125056869.3,126805575.5,128471503.2,130514620.7,132549474.4,134386624.5,138349395.8,141435363.3,144288052.3,147000486.1,150295176.9,150569238.7,154246985,..
LAC,Latin America & Caribbean (developing only),SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161238760.4,170289704.2,175232535.8,179397301.8,182560385.7,185099586.2,192431517.3,197135810.8,201709581.6,205253470.3,209531021.1,214405651.4,218064357.6,225969651.8,232389178.3,237615220.4,243383649.3,249409053.7,251163409.6,258439614.3,..
LVA,Latvia,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,612778.3475,588831.2867,562709.3271,516463.1375,510921.8875,477102.3125,476879.0904,478236.0097,460949.4439,453736.0036,475487.8065,490989.3596,489591.0147,488935.1666,500654.5275,529911.8216,547675.6391,554308.8349,508727.5958,487581.4782,..
LVA,Latvia,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,616126.0299,604331.6302,587447.7176,543824.4336,539024.0872,518579.1274,505204.6802,501669.2333,501915.0465,480991.6975,481163.1323,499414.4295,518299.0703,532450.1512,533340.0562,557913.2279,574436.1794,575353.6045,477719.508,452197.4235,..
LVA,Latvia,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1229089.731,1192678.41,1148948.801,1061188.507,1050390.489,995337.1698,982343.1418,978687.3299,963240.9643,935146.0424,955818.6152,990924.1906,1007397.33,1021213.144,1035561.614,1087327.731,1121745.323,1129763.58,987895.238,939396.942,..
LDC,Least developed countries: UN classification,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88263428.98,90718790.23,93174693.24,95763936.18,98150324.62,100653090.7,103145244.5,106187649.1,109155793,112215054.4,115719121.1,119533500.6,123154389.7,126820837.5,130529942.4,134827240.3,138626903.4,142715091,146826836.5,151053137.9,..
LDC,Least developed countries: UN classification,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114434752.4,117395841.8,120612972.4,124103838.5,127556407.1,131068318.8,134570668,138475073.9,142269356.5,146043372.4,149988347.3,154391221.5,158476427,163017895.9,167874147.9,171870946,176160144.6,180850478.7,185517811.3,190537146.8,..
LDC,Least developed countries: UN classification,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202718012.3,208152460.4,213819508.2,219932423.4,225718919.7,231751795.7,237759882.6,244697305.2,251398098.1,258286569.7,265728859.5,273901987.9,281604109.8,289893359.4,298390893.2,306672905,314823726.8,323597018.8,332408135.9,341589649.8,..
LBN,Lebanon,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,162672.536,167656.5872,178859.4749,190113.8695,200632.41,208800.4535,215998.1102,221350.1515,225491.4478,235625.2268,243956.3407,255772.3739,268102.0466,280498.9265,292614.5396,302750.4705,310921.0968,318823.8639,326741.9882,333231.1306,..
LBN,Lebanon,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,609165.5218,628356.5875,662511.5354,695746.6184,724111.6223,744946.8493,766776.2132,777989.752,787115.8437,810562.35,826873.7372,849818.5723,872953.2683,894079.1145,915826.6365,935070.7628,943599.9418,960997.4657,976740.814,993042.0623,..
LBN,Lebanon,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,771522.5559,796746.4653,842429.8969,886840.3048,925564.7418,954360.704,981824.4641,1000789.944,1012568.615,1045677.194,1072848.525,1105806.044,1140475.361,1174552.862,1209289.65,1238330.731,1256026.011,1281288.845,1303285.52,1325964.114,..
LSO,Lesotho,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198827.1347,193145.18,188941.8958,207463.5579,225157.4415,270360.0839,205193.8748,239979.6625,277562.0142,238856.6753,264371.4541,273487.517,290080.9772,237018.2961,233297.114,283396.7802,269011.4555,287707.3509,283423.4381,284569.8553,..
LSO,Lesotho,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,255581.5431,256025.3304,255987.0594,272494.8456,287366.13,301522.1253,280510.574,307444.6924,335126.139,312966.0998,333663.3211,343534.477,338286.8229,323440.7591,324869.7395,347804.1082,358866.6014,354017.8566,352015.3084,356223.063,..
LSO,Lesotho,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,453760.8195,448953.87,445002.3759,480044.9913,512962.1818,572038.2575,486010.9396,547210.9114,612452.6031,551744.8752,598375.9296,617506.7646,627705.038,560569.4452,557926.1885,631747.5474,627036.8038,641968.4383,635932.8277,641619.8184,..
LBR,Liberia,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,310334.4524,307555.0806,307461.888,311347.9079,322894.359,342451.1387,369548.088,400461.7574,429829.9048,453036.8458,468272.6369,478611.5008,485445.1163,494236.6693,507320.7591,526616.3731,548746.5909,575425.4053,603755.8646,628354.5733,..
LBR,Liberia,SL.EMP.TOTL.MA,"Total employment, male (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,342499.7717,335826.098,331048.9846,332392.4787,341800.6272,360140.6944,386142.9881,415786.9964,435186.9327,461413.3389,481497.5993,494311.9488,505406.7775,519594.5874,539499.8722,549644.7559,576560.5558,615638.008,653038.3096,694967.4111,..
LBR,Liberia,SL.EMP.TOTL,"Total employment, total (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,652781.2807,643288.8863,638362.0469,644114.6523,664458.6609,702304.976,755342.6661,815830.1338,865191.4774,913851.0095,950015.6879,973177.7447,991126.0537,1013252.232,1046244.6,1075551.106,1125546.475,1191357.222,1257111.14,1322566.806,..
LBY,Libya,SL.EMP.TOTL.FE,"Total employment, female (ages 15+)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,189796.0429,199174.0992,216666.351,238025.5393,252508.14,284041.7192,308662.2737,337657.2212,367585.765,396277.7345,416202.3908,441157.2223,473616.9122,487572.4644,509375.2925,525599.898,541922.3573,551871.4863,561266.496,576566.4673,..
