"","STS_ID","STS_ID_CONSTR1","STS_ID_CONSTR2","STS_ID_WEIGHT","CONSTRUCTION_TYPE","GROWTH_RATE_FREQ","GROWTH_TYPE","AGGREGATION","THRESHOLD_PROP","THRESHOLD_COUNTRIES","SCALING","COMMENTS_construction","TITLE_STS","TITLE_STS_SHORT","UNIT_MULT","UNIT_MEASURE","DEFINITION","OWNER","SOURCE","DATA_TYPE","SQL_DOMAIN_CODE","SQL_ELEMENT_CODE","SQL_ITEM_CODE","WDINAME","COMMENTS_metadata","TOPIC","[EMPTY]"
"542","TP.EXVAL.SUGHON.USD.SH","TP.EXVAL.SUGHON.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Exports of sugar and honey (real 2005 US$)","Sugar and honey","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"543","TP.IMVAL.SUGHON.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Imports of sugar and honey (US$)","Sugar and honey","thousand","US$","Value of imports of sugar and honey in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5622,1890,"","","trade",NA
"544","TP.IMVAL.SUGHON.USD.SH","TP.IMVAL.SUGHON.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Imports of sugar and honey (real 2005 US$)","Sugar and honey","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"545","TP.NETVAL.SUGHON.USD.NO","","","","manual",NA,"","sum",0,0,NA,"","Net trade of sugar and honey (US$)","Sugar and honey","","US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"546","TP.NETVAL.SUGHON.USD.SH","TP.NETVAL.SUGHON.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Net trade of sugar and honey (constant 2005 US$)","Sugar and honey","","constant 2005 US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"547","TP.EXVOL.VEGOIL.TN.NO","","","","",NA,"","sum",0,0,NA,"trade","Veg. oils exports (tonnes)","Veg. oils","","tonnes","Exports (volume) of veg. oils.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5910,1905,"","","trade",NA
"548","TP.IMVOL.VEGOIL.TN.NO","","","","",NA,"","sum",0,0,NA,"trade","Veg. oils imports (tonnes)","Veg. oils","","tonnes","Imports (volume) of veg. oils.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5610,1905,"","","trade",NA
"549","TP.EXVAL.VEGOIL.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Exports of veg. oils (US$)","Veg. oils","thousand","US$","Value of exports of veg. oils in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5922,1905,"","","trade",NA
"550","TP.EXVAL.VEGOIL.USD.SH","TP.EXVAL.VEGOIL.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Exports of veg. oils (real 2005 US$)","Veg. oils","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"551","TP.IMVAL.VEGOIL.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Imports of veg. oils (US$)","Veg. oils","thousand","US$","Value of imports of veg. oils in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5622,1905,"","","trade",NA
"552","TP.IMVAL.VEGOIL.USD.SH","TP.IMVAL.VEGOIL.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Imports of veg. oils (real 2005 US$)","Veg. oils","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"553","TP.NETVAL.AFOVO.USD.NO","","","","manual",NA,"","sum",0,0,NA,"","Net trade of animal fats, oilseeds and veg. oils (US$)","Animal fats, oilseeds and veg. oils","","US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"554","TP.NETVAL.AFOVO.USD.SH","TP.NETVAL.AFOVO.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"","Net trade of animal fats, oilseeds and veg. oils (constant 2005 US$)","Animal fats, oilseeds and veg. oils","","constant 2005 US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"555","TP.EXVAL.CTCS.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Exports of coffe, tea, cocoa, and spices (US$)","Coffe, tea, cocoa, and spices ","thousand","US$","Value of exports of coffe, tea, cocoa, and spices in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5922,1891,"","","trade",NA
"556","TP.EXVAL.CTCS.USD.SH","TP.EXVAL.CTCS.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Exports of coffe, tea, cocoa, and spices (real 2005 US$)","Coffe, tea, cocoa, and spices ","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"557","TP.IMVAL.CTCS.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Imports of coffe, tea, cocoa, and spices (US$)","Coffe, tea, cocoa, and spices ","thousand","US$","Value of imports of coffe, tea, cocoa, and spices in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5622,1891,"","","trade",NA
"558","TP.IMVAL.CTCS.USD.SH","TP.IMVAL.CTCS.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Imports of coffe, tea, cocoa, and spices (real 2005 US$)","Coffe, tea, cocoa, and spices ","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"559","TP.NETVAL.CTCS.USD.NO","","","","manual",NA,"","sum",0,0,NA,"","Net trade of coffe, tea, cocoa, and spices (US$)","Coffe, tea, cocoa, and spices ","","US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"560","TP.NETVAL.CTCS.USD.SH","TP.NETVAL.CTCS.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Net trade of coffe, tea, cocoa, and spices (constant 2005 US$)","Coffe, tea, cocoa, and spices ","","constant 2005 US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"561","TP.EXVOL.BEV.TN.NO","","","","",NA,"","sum",0,0,NA,"trade","Beverages exports (tonnes)","Beverages","","tonnes","Exports (volume) of beverages.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5910,1895,"","","trade",NA
"562","TP.IMVOL.BEV.TN.NO","","","","",NA,"","sum",0,0,NA,"trade","Beverages imports (tonnes)","Beverages","","tonnes","Imports (volume) of beverages.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5610,1895,"","","trade",NA
"563","TP.EXVAL.BEV.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Exports of beverages (US$)","Beverages","thousand","US$","Value of exports of beverages in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5922,1895,"","","trade",NA
"564","TP.EXVAL.BEV.USD.SH","TP.EXVAL.BEV.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Exports of beverages (real 2005 US$)","Beverages","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"565","TP.IMVAL.BEV.USD.NO","","","","",NA,"","sum",0,0,NA,"trade","Imports of beverages (US$)","Beverages","thousand","US$","Value of imports of beverages in current US$.","FAO","FAO, Statistics Division (FAOSTAT)","raw","TP",5622,1895,"","","trade",NA
"566","TP.IMVAL.BEV.USD.SH","TP.IMVAL.BEV.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"trade","Imports of beverages (real 2005 US$)","Beverages","thousand","US$","","FAO and World Bank","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"567","TP.NETVAL.BEV.USD.NO","","","","manual",NA,"","sum",0,0,NA,"","Net trade of beverages (US$)","Beverages","","US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"568","TP.NETVAL.BEV.USD.SH","TP.NETVAL.BEV.USD.NO","MUV","","share",NA,"","sum",0,0,NA,"","Net trade of beverages (constant 2005 US$)","Beverages","","constant 2005 US$","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","trade",NA
"569","TI.IMVAL.FOOD.IN.NO","","","","",NA,"","discard",0,0,NA,"no aggregation has to be done","Import value index (2004-2006 = 100)","Import value index","","index","Value indices represent the change in the current values of Import c.i.f. (cost, insurance and freight) all expressed in US dollars. For countries which report import values on an f.o.b. (free on board) basis, these are adjusted to approximate c.i.f. values (by a standard factor of 112 percent).","FAO","FAO, Statistics Division (FAOSTAT)","raw","TI",462,1982,"","","trade",NA
"570","EN.BIR.THRD.NO","","","","",NA,"","sum",0,0,NA,"","Bird species, threatened","Bird species","","species","Birds are listed for countries included within their breeding or wintering ranges. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","United Nations Environmental Program and the World Conservation Monitoring Centre, and International Union for Conservation of Nature, Red List of Threatened Species.","World Bank (WDI)","raw","",NA,NA,"EN.BIR.THRD.NO","","biodiversity",NA
"571","EN.FSH.THRD.NO","","","","",NA,"","sum",0,0,NA,"","Fish species, threatened","Fish species","","species","Fish species are based on Froese, R. and Pauly, D. (eds). 2008. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","Froese, R. and Pauly, D. (eds). 2008. FishBase database, www.fishbase.org.","World Bank (WDI)","raw","",NA,NA,"EN.FSH.THRD.NO","","biodiversity",NA
"572","EN.MAM.THRD.NO","","","","",NA,"","sum",0,0,NA,"","Mammal species, threatened","Mammal species","","species","Mammal species are mammals excluding whales and porpoises. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","United Nations Environmental Program and the World Conservation Monitoring Centre, and International Union for Conservation of Nature, Red List of Threatened Species.","World Bank (WDI)","raw","",NA,NA,"EN.MAM.THRD.NO","","biodiversity",NA
"573","EN.HPT.THRD.NO","","","","",NA,"","sum",0,0,NA,"","Plant species (higher), threatened","Plant species","","species","Higher plants are native vascular plant species. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","United Nations Environmental Program and the World Conservation Monitoring Centre, and International Union for Conservation of Nature, Red List of Threatened Species.","World Bank (WDI)","raw","",NA,NA,"EN.HPT.THRD.NO","","biodiversity",NA
"574","ER.LND.PTLD.ZS","","","RL.AREA.LAND.HA.NO","",NA,"","weighted.mean",0,0,NA,"we are not using a wb variable to weight because I don't know what it is","Terrestrial protected areas (share of total land area)","Terrestrial protected areas","","percent","Terrestrial protected areas are totally or partially protected areas of at least 1,000 hectares that are designated by national authorities as scientific reserves with limited public access, national parks, natural monuments, nature reserves or wildlife sanctuaries, protected landscapes, and areas managed mainly for sustainable use. Marine areas, unclassified areas, littoral (intertidal) areas, and sites protected under local or provincial law are excluded.","United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements.","World Bank (WDI)","raw","",NA,NA,"ER.LND.PTLD.ZS","","biodiversity",NA
"575","ER.MRN.PTMR.ZS","","","","",NA,"","discard",0,0,NA,"no aggregation has to be done","Marine protected areas (share of territorial waters)","Marine protected areas","","percent","Marine protected areas are areas of intertidal or subtidal terrain--and overlying water and associated flora and fauna and historical and cultural features--that have been reserved by law or other effective means to protect part or all of the enclosed environment.","United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements.","World Bank (WDI)","raw","",NA,NA,"ER.MRN.PTMR.ZS","","biodiversity",NA
"576","EE.BOD.TOTL.KG","","","","",NA,"","discard",0,0,NA,"no aggregation has to be done","Organic water pollutant (BOD) emissions (kg per day)","","","kg/day","Emissions of organic water pollutants are measured by biochemical oxygen demand, which refers to the amount of oxygen that bacteria in water will consume in breaking down waste. This is a standard water-treatment test for the presence of organic pollutants.","1998 study by Hemamala Hettige, Muthukumara Mani, and David Wheeler, ""Industrial Pollution in Economic Development: Kuznets Revisited"" (available at www.worldbank.org/nipr). The data were updated by the World Bank's Development Research Group using the same methodology as the initial study.","World Bank (WDI)","raw","",NA,NA,"EE.BOD.TOTL.KG","","water pollution",NA
"577","FO.PRD.RW.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Roundwood production (m3)","Roundwood","","m3","See 'Roundwood' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5516,1861,"","","forestry",NA
"578","FO.PRD.RW.M3.SHP","FO.PRD.RW.M3.NO","OA.TPBS.POP.PPL.NO","OA.TPBS.POP.PPL.NO","share",NA,"","weighted.mean",0,0,NA,"","Roundwood production per capita (m3/cap)","Roundwood","","m3/cap","See 'Roundwood' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","",NA
"579","FO.PRD.RW.M3.GR50","FO.PRD.RW.M3.NO","","FO.PRD.RW.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Roundwood production annual growth (percent)","Roundwood","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"580","FO.EXQNT.RW.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of roundwood (m3)","Roundwood","","m3","See 'Roundwood'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5916,1861,"","","forestry",NA
"581","FO.IMQNT.RW.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Import of roundwood (m3)","Roundwood","","m3","See 'Roundwood'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5616,1861,"","","forestry",NA
"582","FO.PRD.IRW.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Industrial roundwood production (m3)","Industrial roundwood","","m3","See 'Industrial roundwood' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5516,1865,"","","forestry",NA
"583","FO.PRD.IRW.M3.GR50","FO.PRD.IRW.M3.NO","","FO.PRD.IRW.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Industrial roundwood production annual growth (percent)","Industrial roundwood","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"584","FO.PRD.WF.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Woodfuel production (m3)","Woodfuel","","m3","See 'Woodfuel' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5516,1864,"","","forestry",NA
"585","FO.PRD.WF.M3.GR50","FO.PRD.WF.M3.NO","","FO.PRD.WF.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Woodfuel production annual growth (percent)","Woodfuel","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"586","FO.PRD.RP.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Recovered paper production (tonnes)","Recovered paper","","tonnes","See 'Recovered paper' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5510,1669,"","","forestry",NA
"587","FO.PRD.RP.M3.GR50","FO.PRD.RP.M3.NO","","FO.PRD.RP.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Recovered paper production annual growth (percent)","Recovered paper","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"588","FO.PRD.SW.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Sawnwood production (m3)","Sawnwood","","m3","See 'Sawnwood' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5516,1872,"","","forestry",NA
"589","FO.PRD.SW.M3.GR50","FO.PRD.SW.M3.NO","","FO.PRD.SW.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Sawnwood production annual growth (percent)","Sawnwood","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"590","FO.PRD.WBP.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Wood-based panels production (m3)","Wood-based panels","","m3","See 'Wood-based panels' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5516,1873,"","","forestry",NA
"591","FO.PRD.WBP.M3.GR50","FO.PRD.WBP.M3.NO","","FO.PRD.WBP.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Wood-based panels production annual growth (percent)","Wood-based panels","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"592","FO.PRD.WP.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Wood pulp production (tonnes)","Wood pulp","","tonnes","See 'Wood pulp' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5510,1875,"","","forestry",NA
"593","FO.PRD.WP.M3.GR50","FO.PRD.WP.M3.NO","","FO.PRD.WP.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Wood pulp production annual growth (percent)","Wood pulp","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"594","FO.PRD.PPB.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Paper and paperboard production (tonnes)","Paper and paperboard","","tonnes","See 'Paper and paperboard' and 'Production'.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5510,1876,"","","forestry",NA
"595","FO.PRD.PPB.M3.GR50","FO.PRD.PPB.M3.NO","","FO.PRD.PPB.M3.NO","growth",50,"geo","weighted.mean",0,0,NA,"","Paper and paperboard production annual growth (percent)","Paper and paperboard","","percent","","","FAO, Statistics Division (FAOSTAT)","processed","",NA,NA,"","","forestry",NA
"596","FO.EXQNT.RP.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of recovered paper (tonnes)","Recovered paper","","tonnes","Waste and scraps of paper or paperboard that have been collected for re-use as a raw material for the manufacture of paper and paperboard. It includes: paper and paperboard that has been used for its original purpose and residues from paper and paperboard production. See http://www.fao.org/forestry/62283/en/ for further information.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5910,1669,"","","forestry",NA
"597","FO.EXQNT.SW.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of sawnwood (m3)","Sawnwood","","m3","Wood that has been produced from both domestic and imported roundwood, either by sawing lengthways or by a profile-chipping process and that, with a few exceptions, exceeds 5 mm in thickness. It includes: planks, beams, joists, boards, rafters, scantlings, laths, boxboards, sleepers and ""lumber"", etc., in the following forms: unplaned, planed, grooved, tongued, fingerjointed, chamfered, rabbeted, V-jointed, beaded, etc. It excludes: wooden flooring.  See http://www.fao.org/forestry/62283/en/ for further information.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5916,1872,"","","forestry",NA
"598","FO.EXQNT.WBP.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of wood-based panels (m3)","Wood-based panels","","m3","The wood-based panels category is an aggregate category. In the production and trade statistics, it represents the sum of: veneer sheets, plywood, particle board, and fibreboard.  See http://www.fao.org/forestry/62283/en/ for further information.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5916,1873,"","","forestry",NA
"599","FO.EXQNT.WP.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of wood pulp (tonnes)","Wood pulp","","tonnes","Wood pulp is a fibrous material prepared from pulpwood, wood chips, particles, residues or recovered paper by mechanical and/or chemical process for further manufacture into paper, paperboard, fibreboard or other cellulose products. In the production and trade statistics, it represents the sum of: mechanical wood pulp; semi-chemical wood pulp; chemical wood pulp; and dissolving wood pulp. See http://www.fao.org/forestry/62283/en/ for further information.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5910,1875,"","","forestry",NA
"600","FO.EXQNT.PPB.M3.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of paper and paperboard (tonnes)","Paper and paperboard","","tonnes","The sum of Paper and Paperboard, Newsprint, Paper and Paperboard other than Newsprint, Printing and Writing Paper, Other Paper and Paperboard, Household and Sanitary Paper, Wrapping and Packaging Paper and Paperboard and Other Paper and Paperboard Not Elsewhere Specified. See http://www.fao.org/forestry/62283/en/ for further information.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5910,1876,"","","forestry",NA
"601","FO.EXVAL.TOT.USD.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Export of forest products (USD)","Forest products","thousand","US$","Forest materials for commercial use.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5922,1877,"","","forestry",NA
"602","FO.IMVAL.TOT.USD.NO","","","","",NA,"","sum",0,0,NA,"forestry, faostat","Import of forest products (USD)","Forest products","thousand","US$","Forest materials for commercial use.","FAO","FAO, Statistics Division (FAOSTAT)","raw","FO",5622,1877,"","","forestry",NA
"603","GHG.TOT.ALL.GG.NO","","","","",NA,"","sum",0,0,NA,"ghg","Emissions in agriculture in CO2eq (gigagrams)","All GHG agricultural sectors","","gigagrams CO2eq","Agriculture Total contains all the emissions produced in the different agricultural emissions sub-domains, providing a picture of the contribution to the total amount of GHG emissions from agriculture. GHG Emissions from agriculture consist of non-CO2 gases, namely methane (CH4) and nitrous oxide (N2O), produced by crop and livestock production and management activities.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,1711,"","","greenhouse gases",NA
"604","GHG.TOT.AS.GG.NO","","","","",NA,"","sum",0,0,NA,"ghg","Agricultural soils, total emissions in CO2eq (gigagrams)","Agricultural soils","","gigagrams CO2eq","GHG emissions from agricultural soils.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,1709,"","","greenhouse gases",NA
"605","GHG.EF.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Enteric fermentation, total emissions in CO2eq (gigagrams)","Enteric fermentation","","gigagrams CO2eq","Greenhouse gas (GHG) emissions from enteric fermentation consist of methane gas produced in digestive systems of ruminants and to a lesser extent of non-ruminants.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5058,"","","greenhouse gases",NA
"606","GHG.MM.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Manure management, total emissions in CO2eq (gigagrams)","Manure management","","gigagrams CO2eq","Greenhouse gas (GHG) emissions from manure management consist of methane and nitrous oxide gases from aerobic and anaerobic decomposition processes.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5059,"","","greenhouse gases",NA
"607","GHG.RC.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Rice cultivation, total emissions in CO2eq (gigagrams)","Rice cultivation","","gigagrams CO2eq","Greenhouse gas (GHG) emissions from rice cultivation consist of methane gas from the anaerobic decomposition of organic matter in paddy fields.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5060,"","","greenhouse gases",NA
"608","GHG.SF.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Synthetic fertilizers, total emissions in CO2eq (gigagrams)","Synthetic fertilizers","","gigagrams CO2eq","Greenhouse gas (GHG) emissions from synthetic fertilizers consist of nitrous oxide gas from synthetic nitrogen additions to managed soils.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5061,"","","greenhouse gases",NA
"609","GHG.MATS.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Manure applied to soils, total emissions in CO2eq (gigagrams)","Manure applied to soils","","gigagrams CO2eq","Greenhouse gas (GHG) emissions from manure applied to soils consist of nitrous oxide gas from nitrogen additions to managed soils from treated manure.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5062,"","","greenhouse gases",NA
"610","GHG.MLOP.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Manure left on pasture, total emissions in CO2eq (gigagrams)","Manure left on pasture","","gigagrams CO2eq","Greenhouse Gases (GHG) emissions data from manure left on pasture consist of nitrous oxide gas from nitrogen additions to managed soils from grazing livestock.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5063,"","","greenhouse gases",NA
"611","GHG.CR.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Crop residues, total emissions in CO2eq (gigagrams)","Crop residues","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions from crop residues consist of nitrous oxide gas from decomposition of nitrogen in crop residues left on managed soils.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5064,"","","greenhouse gases",NA
"612","GHG.CO.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Cultivated organic soils, total emissions in CO2eq (gigagrams)","Cultivated organic soils","","gigagrams CO2eq","Greenhouse gas (GHG) emissions data from cultivated organic soils are those associated with nitrous oxide gas from drained organic soils. Computed at Tier 1 and complemented by geo-spatial data, following the 2006 IPCC Guidelines for National GHG Inventories (IPCC, 2006). Available by country, with global coverage and relative to the period 1990-2010 with annual updates.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,6759,"","","greenhouse gases",NA
"613","GHG.BCR.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Burning crop residues, total emissions in CO2eq (gigagrams)","Burning crop residues","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions from burning crop residues consist of methane and nitrous oxide gases produced by the combustion of a percentage of the crop residues burnt on-site.","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5066,"","","greenhouse gases",NA
"614","GHG.BS.TECO2EQ.GG.NO","","","","",NA,"","sum",0,0,NA,"","Burning savanna, emissions in CO2eq (gigagrams)","Burning savanna","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GT",7231,5067,"","","greenhouse gases",NA
"615","GL.LU.TOT.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Land use, net emissions/removal in CO2eq (gigagrams)","Land use","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GL",7217,1707,"","","greenhouse gases, land use",NA
"616","GL.BB.TOT.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Burning biomass, net emissions/removal in CO2eq (gigagrams)","Burning biomass","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GL",7217,5069,"","","greenhouse gases, land use",NA
"617","GL.CL.TOT.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Cropland, net emissions/removal in CO2eq (gigagrams)","Cropland","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GL",7217,5070,"","","greenhouse gases, land use",NA
"618","GL.FL.TOT.NERCO2EQ.NO","","","","",NA,"","sum",0,0,NA,"","Forest land, net emissions/removal in CO2eq (gigagrams)","Forest land","","gigagrams CO2eq","Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ","FAO","FAO, Statistics Division (FAOSTAT)","raw","GL",7217,5065,"","","greenhouse gases, land use",NA
