STS_ID,TITLE_STS,TITLE_STS_SHORT,UNIT_MULT,UNIT_MEASURE,DEFINITION,OWNER,SOURCE,DATA_TYPE,SQL_DOMAIN_CODE,SQL_ELEMENT_CODE,SQL_ITEM_CODE,WDINAME,COMMENTS,TOPIC
TP.IMVAL.CTCS.USD.SH,"Imports of coffe, tea, cocoa, and spices (real 2005 US$)","Coffe, tea, cocoa, and spices ",thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.CTCS.USD.NO,"Net trade of coffe, tea, cocoa, and spices (US$)","Coffe, tea, cocoa, and spices ",,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.CTCS.USD.SH,"Net trade of coffe, tea, cocoa, and spices (constant 2005 US$)","Coffe, tea, cocoa, and spices ",,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.EXVOL.BEV.TN.NO,Beverages exports (tonnes),Beverages,,tonnes,Exports (volume) of beverages.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5910,1895,,,trade
TP.IMVOL.BEV.TN.NO,Beverages imports (tonnes),Beverages,,tonnes,Imports (volume) of beverages.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5610,1895,,,trade
TP.EXVAL.BEV.USD.NO,Exports of beverages (US$),Beverages,thousand,US$,Value of exports of beverages in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5922,1895,,,trade
TP.EXVAL.BEV.USD.SH,Exports of beverages (real 2005 US$),Beverages,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.IMVAL.BEV.USD.NO,Imports of beverages (US$),Beverages,thousand,US$,Value of imports of beverages in current US$.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,TP,5622,1895,,,trade
TP.IMVAL.BEV.USD.SH,Imports of beverages (real 2005 US$),Beverages,thousand,US$,,FAO and World Bank,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.BEV.USD.NO,Net trade of beverages (US$),Beverages,,US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TP.NETVAL.BEV.USD.SH,Net trade of beverages (constant 2005 US$),Beverages,,constant 2005 US$,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,trade
TI.IMVAL.FOOD.IN.NO,Import value index (2004-2006 = 100),Import value index,,index,"Value indices represent the change in the current values of Import c.i.f. (cost, insurance and freight) all expressed in US dollars. For countries which report import values on an f.o.b. (free on board) basis, these are adjusted to approximate c.i.f. values (by a standard factor of 112 percent).",FAO,"FAO, Statistics Division (FAOSTAT)",raw,TI,462,1982,,,trade
EN.BIR.THRD.NO,"Bird species, threatened",Bird species,,species,"Birds are listed for countries included within their breeding or wintering ranges. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","United Nations Environmental Program and the World Conservation Monitoring Centre, and International Union for Conservation of Nature, Red List of Threatened Species.",World Bank (WDI),raw,,,,EN.BIR.THRD.NO,,biodiversity
EN.FSH.THRD.NO,"Fish species, threatened",Fish species,,species,"Fish species are based on Froese, R. and Pauly, D. (eds). 2008. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","Froese, R. and Pauly, D. (eds). 2008. FishBase database, www.fishbase.org.",World Bank (WDI),raw,,,,EN.FSH.THRD.NO,,biodiversity
EN.MAM.THRD.NO,"Mammal species, threatened",Mammal species,,species,"Mammal species are mammals excluding whales and porpoises. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","United Nations Environmental Program and the World Conservation Monitoring Centre, and International Union for Conservation of Nature, Red List of Threatened Species.",World Bank (WDI),raw,,,,EN.MAM.THRD.NO,,biodiversity
EN.HPT.THRD.NO,"Plant species (higher), threatened",Plant species,,species,"Higher plants are native vascular plant species. Threatened species are the number of species classified by the IUCN as endangered, vulnerable, rare, indeterminate, out of danger, or insufficiently known.","United Nations Environmental Program and the World Conservation Monitoring Centre, and International Union for Conservation of Nature, Red List of Threatened Species.",World Bank (WDI),raw,,,,EN.HPT.THRD.NO,,biodiversity
ER.LND.PTLD.ZS,Terrestrial protected areas (share of total land area),Terrestrial protected areas,,percent,"Terrestrial protected areas are totally or partially protected areas of at least 1,000 hectares that are designated by national authorities as scientific reserves with limited public access, national parks, natural monuments, nature reserves or wildlife sanctuaries, protected landscapes, and areas managed mainly for sustainable use. Marine areas, unclassified areas, littoral (intertidal) areas, and sites protected under local or provincial law are excluded.","United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements.",World Bank (WDI),raw,,,,ER.LND.PTLD.ZS,,biodiversity
ER.MRN.PTMR.ZS,Marine protected areas (share of territorial waters),Marine protected areas,,percent,Marine protected areas are areas of intertidal or subtidal terrain--and overlying water and associated flora and fauna and historical and cultural features--that have been reserved by law or other effective means to protect part or all of the enclosed environment.,"United Nations Environmental Program and the World Conservation Monitoring Centre, as compiled by the World Resources Institute, based on data from national authorities, national legislation and international agreements.",World Bank (WDI),raw,,,,ER.MRN.PTMR.ZS,,biodiversity
EE.BOD.TOTL.KG,Organic water pollutant (BOD) emissions (kg per day),,,kg/day,"Emissions of organic water pollutants are measured by biochemical oxygen demand, which refers to the amount of oxygen that bacteria in water will consume in breaking down waste. This is a standard water-treatment test for the presence of organic pollutants.","1998 study by Hemamala Hettige, Muthukumara Mani, and David Wheeler, ""Industrial Pollution in Economic Development: Kuznets Revisited"" (available at www.worldbank.org/nipr). The data were updated by the World Bank's Development Research Group using the same methodology as the initial study.",World Bank (WDI),raw,,,,EE.BOD.TOTL.KG,,water pollution
FO.PRD.RW.M3.NO,Roundwood production (m3),Roundwood,,m3,See 'Roundwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1861,,,forestry
FO.PRD.RW.M3.SHP,Roundwood production per capita (m3/cap),Roundwood,,m3/cap,See 'Roundwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,
FO.PRD.RW.M3.GR50,Roundwood production annual growth (percent),Roundwood,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.EXQNT.RW.M3.NO,Export of roundwood (m3),Roundwood,,m3,See 'Roundwood'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5916,1861,,,forestry
FO.IMQNT.RW.M3.NO,Import of roundwood (m3),Roundwood,,m3,See 'Roundwood'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5616,1861,,,forestry
FO.PRD.IRW.M3.NO,Industrial roundwood production (m3),Industrial roundwood,,m3,See 'Industrial roundwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1865,,,forestry
FO.PRD.IRW.M3.GR50,Industrial roundwood production annual growth (percent),Industrial roundwood,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.WF.M3.NO,Woodfuel production (m3),Woodfuel,,m3,See 'Woodfuel' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1864,,,forestry
FO.PRD.WF.M3.GR50,Woodfuel production annual growth (percent),Woodfuel,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.RP.M3.NO,Recovered paper production (tonnes),Recovered paper,,tonnes,See 'Recovered paper' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1669,,,forestry
FO.PRD.RP.M3.GR50,Recovered paper production annual growth (percent),Recovered paper,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.SW.M3.NO,Sawnwood production (m3),Sawnwood,,m3,See 'Sawnwood' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1872,,,forestry
FO.PRD.SW.M3.GR50,Sawnwood production annual growth (percent),Sawnwood,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.WBP.M3.NO,Wood-based panels production (m3),Wood-based panels,,m3,See 'Wood-based panels' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5516,1873,,,forestry
FO.PRD.WBP.M3.GR50,Wood-based panels production annual growth (percent),Wood-based panels,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.WP.M3.NO,Wood pulp production (tonnes),Wood pulp,,tonnes,See 'Wood pulp' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1875,,,forestry
FO.PRD.WP.M3.GR50,Wood pulp production annual growth (percent),Wood pulp,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.PRD.PPB.M3.NO,Paper and paperboard production (tonnes),Paper and paperboard,,tonnes,See 'Paper and paperboard' and 'Production'.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1876,,,forestry
FO.PRD.PPB.M3.GR50,Paper and paperboard production annual growth (percent),Paper and paperboard,,percent,,,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,forestry
FO.EXQNT.RP.M3.NO,Export of recovered paper (tonnes),Recovered paper,,tonnes,Waste and scraps of paper or paperboard that have been collected for re-use as a raw material for the manufacture of paper and paperboard. It includes: paper and paperboard that has been used for its original purpose and residues from paper and paperboard production. See http://www.fao.org/forestry/62283/en/ for further information.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5910,1669,,,forestry
FO.EXQNT.SW.M3.NO,Export of sawnwood (m3),Sawnwood,,m3,"Wood that has been produced from both domestic and imported roundwood, either by sawing lengthways or by a profile-chipping process and that, with a few exceptions, exceeds 5 mm in thickness. It includes: planks, beams, joists, boards, rafters, scantlings, laths, boxboards, sleepers and ""lumber"", etc., in the following forms: unplaned, planed, grooved, tongued, fingerjointed, chamfered, rabbeted, V-jointed, beaded, etc. It excludes: wooden flooring.  See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5916,1872,,,forestry
FO.EXQNT.WBP.M3.NO,Export of wood-based panels (m3),Wood-based panels,,m3,"The wood-based panels category is an aggregate category. In the production and trade statistics, it represents the sum of: veneer sheets, plywood, particle board, and fibreboard.  See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5916,1873,,,forestry
FO.EXQNT.WP.M3.NO,Export of wood pulp (tonnes),Wood pulp,,tonnes,"Wood pulp is a fibrous material prepared from pulpwood, wood chips, particles, residues or recovered paper by mechanical and/or chemical process for further manufacture into paper, paperboard, fibreboard or other cellulose products. In the production and trade statistics, it represents the sum of: mechanical wood pulp; semi-chemical wood pulp; chemical wood pulp; and dissolving wood pulp. See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5910,1875,,,forestry
FO.EXQNT.PPB.M3.NO,Export of paper and paperboard (tonnes),Paper and paperboard,,tonnes,"The sum of Paper and Paperboard, Newsprint, Paper and Paperboard other than Newsprint, Printing and Writing Paper, Other Paper and Paperboard, Household and Sanitary Paper, Wrapping and Packaging Paper and Paperboard and Other Paper and Paperboard Not Elsewhere Specified. See http://www.fao.org/forestry/62283/en/ for further information.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5910,1876,,,forestry
FO.EXVAL.TOT.USD.NO,Export of forest products (USD),Forest products,thousand,US$,Forest materials for commercial use.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5922,1877,,,forestry
FO.IMVAL.TOT.USD.NO,Import of forest products (USD),Forest products,thousand,US$,Forest materials for commercial use.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5622,1877,,,forestry
GHG.TOT.ALL.GG.NO,Emissions in agriculture in CO2eq (gigagrams),All GHG agricultural sectors,,gigagrams CO2eq,"Agriculture Total contains all the emissions produced in the different agricultural emissions sub-domains, providing a picture of the contribution to the total amount of GHG emissions from agriculture. GHG Emissions from agriculture consist of non-CO2 gases, namely methane (CH4) and nitrous oxide (N2O), produced by crop and livestock production and management activities.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,1711,,,greenhouse gases
GHG.TOT.AS.GG.NO,"Agricultural soils, total emissions in CO2eq (gigagrams)",Agricultural soils,,gigagrams CO2eq,GHG emissions from agricultural soils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,1709,,,greenhouse gases
GHG.EF.TECO2EQ.GG.NO,"Enteric fermentation, total emissions in CO2eq (gigagrams)",Enteric fermentation,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from enteric fermentation consist of methane gas produced in digestive systems of ruminants and to a lesser extent of non-ruminants.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5058,,,greenhouse gases
GHG.MM.TECO2EQ.GG.NO,"Manure management, total emissions in CO2eq (gigagrams)",Manure management,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from manure management consist of methane and nitrous oxide gases from aerobic and anaerobic decomposition processes.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5059,,,greenhouse gases
GHG.RC.TECO2EQ.GG.NO,"Rice cultivation, total emissions in CO2eq (gigagrams)",Rice cultivation,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from rice cultivation consist of methane gas from the anaerobic decomposition of organic matter in paddy fields.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5060,,,greenhouse gases
GHG.SF.TECO2EQ.GG.NO,"Synthetic fertilizers, total emissions in CO2eq (gigagrams)",Synthetic fertilizers,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from synthetic fertilizers consist of nitrous oxide gas from synthetic nitrogen additions to managed soils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5061,,,greenhouse gases
GHG.MATS.TECO2EQ.GG.NO,"Manure applied to soils, total emissions in CO2eq (gigagrams)",Manure applied to soils,,gigagrams CO2eq,Greenhouse gas (GHG) emissions from manure applied to soils consist of nitrous oxide gas from nitrogen additions to managed soils from treated manure.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5062,,,greenhouse gases
GHG.MLOP.TECO2EQ.GG.NO,"Manure left on pasture, total emissions in CO2eq (gigagrams)",Manure left on pasture,,gigagrams CO2eq,Greenhouse Gases (GHG) emissions data from manure left on pasture consist of nitrous oxide gas from nitrogen additions to managed soils from grazing livestock.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5063,,,greenhouse gases
GHG.CR.TECO2EQ.GG.NO,"Crop residues, total emissions in CO2eq (gigagrams)",Crop residues,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions from crop residues consist of nitrous oxide gas from decomposition of nitrogen in crop residues left on managed soils.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5064,,,greenhouse gases
GHG.CO.TECO2EQ.GG.NO,"Cultivated organic soils, total emissions in CO2eq (gigagrams)",Cultivated organic soils,,gigagrams CO2eq,"Greenhouse gas (GHG) emissions data from cultivated organic soils are those associated with nitrous oxide gas from drained organic soils. Computed at Tier 1 and complemented by geo-spatial data, following the 2006 IPCC Guidelines for National GHG Inventories (IPCC, 2006). Available by country, with global coverage and relative to the period 1990-2010 with annual updates.",FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,6759,,,greenhouse gases
GHG.BCR.TECO2EQ.GG.NO,"Burning crop residues, total emissions in CO2eq (gigagrams)",Burning crop residues,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions from burning crop residues consist of methane and nitrous oxide gases produced by the combustion of a percentage of the crop residues burnt on-site.,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5066,,,greenhouse gases
GHG.BS.TECO2EQ.GG.NO,"Burning savanna, emissions in CO2eq (gigagrams)",Burning savanna,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GT,7231,5067,,,greenhouse gases
GL.LU.TOT.NERCO2EQ.NO,"Land use, net emissions/removal in CO2eq (gigagrams)",Land use,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GL,7217,1707,,,"greenhouse gases, land use"
GL.BB.TOT.NERCO2EQ.NO,"Burning biomass, net emissions/removal in CO2eq (gigagrams)",Burning biomass,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GL,7217,5069,,,"greenhouse gases, land use"
GL.CL.TOT.NERCO2EQ.NO,"Cropland, net emissions/removal in CO2eq (gigagrams)",Cropland,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GL,7217,5070,,,"greenhouse gases, land use"
GL.FL.TOT.NERCO2EQ.NO,"Forest land, net emissions/removal in CO2eq (gigagrams)",Forest land,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GL,7217,5065,,,"greenhouse gases, land use"
GL.FL.F.NERCO2EQ.NO,"Forest, net emissions/removal in CO2eq (gigagrams)",Forest,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GF,72172,6751,,,"greenhouse gases, land use"
GL.FL.NFC.NERCO2EQ.NO,"Net forest conversion, net emissions/removal in CO2eq (gigagrams)",Net forest conversion,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GF,72172,6750,,,"greenhouse gases, land use"
GL.GL.TOT.NERCO2EQ.NO,"Grassland, net emissions/removal in CO2eq (gigagrams)",Grassland,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GL,7217,6794,,,"greenhouse gases, land use"
GI.OS.TOT.ECO2EQ.NO,"Organic soils, emissions in CO2eq (gigagrams)",Organic soils,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GI,723111,6726,,,"greenhouse gases, land use"
GLI.CHPF.TOT.ECO2EQ.NO,"Cultivation histoils and peat fires, emissions in CO2eq (gigagrams)",Cultivation histoils and peat fires,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,"greenhouse gases, land use"
GHG.AFOLU.TOT.ECO2EQ.NO,"GHG emissions (AFOLU), emissions in CO2eq (gigagrams)",AFOLU,,gigagrams CO2eq,Greenhouse Gas (GHG) emissions data from cropland are currently limited to emissions from cultivated organic soils. They are those associated with carbon losses from drained organic soils. ,FAO,"FAO, Statistics Division (FAOSTAT)",processed,,,,,,greenhouse gases
SM.POP.REFG,Refugee population by country or territory of asylum,Refugee population by country or territory of asylum,,people,"Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugee-like humanitarian status, and people provided temporary protection. Asylum seekers--people who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekers--are excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 Arab-Israeli conflict. Country of asylum is the country where an asylum claim was filed and granted.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org/statistics/populationdatabase.",World Bank (WDI),raw,,,,SM.POP.REFG,,conflict and stability
SM.POP.REFG.OR,Refugee population by country or territory of origin,Refugee population by country or territory of origin,,people,"Refugees are people who are recognized as refugees under the 1951 Convention Relating to the Status of Refugees or its 1967 Protocol, the 1969 Organization of African Unity Convention Governing the Specific Aspects of Refugee Problems in Africa, people recognized as refugees in accordance with the UNHCR statute, people granted refugee-like humanitarian status, and people provided temporary protection. Asylum seekers--people who have applied for asylum or refugee status and who have not yet received a decision or who are registered as asylum seekers--are excluded. Palestinian refugees are people (and their descendants) whose residence was Palestine between June 1946 and May 1948 and who lost their homes and means of livelihood as a result of the 1948 Arab-Israeli conflict. Country of origin generally refers to the nationality or country of citizenship of a claimant.","United Nations High Commissioner for Refugees (UNHCR), Statistical Yearbook and data files, complemented by statistics on Palestinian refugees under the mandate of the UNRWA as published on its website. Data from UNHCR are available online at: www.unhcr.org/statistics/populationdatabase.",World Bank (WDI),raw,,,,SM.POP.REFG.OR,,conflict and stability
VC.IDP.TOTL.LE,"Internally displaced persons (number, low estimate)",Internally displaced persons (low estimate),,people,"Internally displaced persons are people or groups of people who have been forced or obliged to flee or to leave their homes or places of habitual residence, in particular as a result of armed conflict, or to avoid the effects of armed conflict, situations of generalized violence, violations of human rights, or natural or human-made disasters and who have not crossed an international border.",Internal Displacement Monitoring Centre.,World Bank (WDI),raw,,,,VC.IDP.TOTL.LE,,migration
SM.POP.NETM,Net migration,Net migration,,people,"Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.","United Nations Population Division, World Population Prospects.",World Bank (WDI),raw,,,,SM.POP.NETM,,migration
SM.POP.TOTL,"International migrant stock, total","International migrant stock, total",,people,"International migrant stock is the number of people born in a country other than that in which they live. It also includes refugees. The data used to estimate the international migrant stock at a particular time are obtained mainly from population censuses. The estimates are derived from the data on foreign-born population--people who have residence in one country but were born in another country. When data on the foreign-born population are not available, data on foreign population--that is, people who are citizens of a country other than the country in which they reside--are used as estimates. After the breakup of the Soviet Union in 1991 people living in one of the newly independent countries who were born in another were classified as international migrants. Estimates of migrant stock in the newly independent states from 1990 on are based on the 1989 census of the Soviet Union. For countries with information on the international migrant stock for at least two points in time, interpolation or extrapolation was used to estimate the international migrant stock on July 1 of the reference years. For countries with only one observation, estimates for the reference years were derived using rates of change in the migrant stock in the years preceding or following the single observation available. A model was used to estimate migrants for countries that had no data.","United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.",World Bank (WDI),raw,,,,SM.POP.TOTL,,migration
SM.POP.TOTL.ZS,International migrant stock (% of population),International migrant stock (% of population),,percent,"International migrant stock is the number of people born in a country other than that in which they live. It also includes refugees. The data used to estimate the international migrant stock at a particular time are obtained mainly from population censuses. The estimates are derived from the data on foreign-born population--people who have residence in one country but were born in another country. When data on the foreign-born population are not available, data on foreign population--that is, people who are citizens of a country other than the country in which they reside--are used as estimates. After the breakup of the Soviet Union in 1991 people living in one of the newly independent countries who were born in another were classified as international migrants. Estimates of migrant stock in the newly independent states from 1990 on are based on the 1989 census of the Soviet Union. For countries with information on the international migrant stock for at least two points in time, interpolation or extrapolation was used to estimate the international migrant stock on July 1 of the reference years. For countries with only one observation, estimates for the reference years were derived using rates of change in the migrant stock in the years preceding or following the single observation available. A model was used to estimate migrants for countries that had no data.","United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.",World Bank (WDI),raw,,,,SM.POP.TOTL.ZS,,migration
BP.AP.GP.TJ.NO,Alcohol production (metric tonnes),Alcohol production,,terajoules,,,UNdata,raw,,,,,,biofuel production
BP.BP.GP.TJ.NO,Bagasse production (metric tonnes),Bagasse production,,terajoules,,,UNdata,raw,,,,,,biofuel production
BP.BDP.GP.TJ.NO,Biodisel gross production (metric tonnes),Biodisel gross production,,terajoules,,,UNdata,raw,,,,,,biofuel production
BP.BGP.GP.TJ.NO,Biogas gross production (metric tonnes),Biogas gross production,,terajoules,,,UNdata,raw,,,,,,biofuel production
BP.VWP.GP.TJ.NO,Vegetal waste production (metric tonnes),Vegetal waste production,,terajoules,,,UNdata,raw,,,,,,biofuel production
BP.TP.GP.TJ.NO,Biofuelproduction (liquid and gaseous),Biofuelproduction,,terajoules,,,UNdata,raw,,,,,,biofuel production
FO.WP.PQ.TN.NO,Wood pellets (tonnes),Wood pellets,,tonnes,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,FO,5510,1693,,,biofuel production
GN.TE.CIA.TJ.NO,"Total energy, consumption in agriculture (terajoules)","Total energy, consumption in agriculture",,terajoules,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,GN,72184,6813,,,biofuel production
GN.UI.EA.TJPIN.NO,Energy use intensity in agriculture (mj/thousand I$),Energy use intensity in agriculture,,mj/I$,,,"FAO, Statistics Division",processed,,,,,,energy
CC.FSQ.GT.GCD.NO,Fat supply quantity (g/cap/day),Fat,,g/cap/day,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,684,2901,,,food balance sheets
CC.PSQ.GT.GCD.NO,Protein supply quantity (g/cap/day),Protein,,g/cap/day,,FAO,"FAO, Statistics Division (FAOSTAT)",raw,CC,674,2901,,,food balance sheets
FI.PRD.CAPT.TN.NO,Capture fish production (tonnes),Capture fish poduction,,tonnes,"Capture fishery is defined as the hunting, collecting and gathering activities directed at removing or collecting live wild aquatic organisms. The capture production statistics here indicates the nominal catches of aquatic organisms, killed, caught, trapped or collected for all commercial, industrial, recreational and subsistence purposes in live weight equivalent. Data included here covers capture production of fish, molluscs, crustaceans and miscellaneous aquatic animals but excluding production for marine mammals, crocodiles, corals, pearls, sponges and aquatic plants.",FAO,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),raw,,,,,,"fish, capture production"
FI.PRD.CAPT.TN.GR10,Capture fish production annual growth (percent),Capture fish poduction,,percent,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, capture production"
FI.PRD.CAPT.TN.SH,Capture fish production per capita (tonne/cap),Capture fish food supply,,tonne/cap,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, capture production"
FI.PRD.CAPT.TN.SHW,"Capture fish production, share of world production (percent)",Capture,,percent,,,Fisheries and Aquaculture Department (Fishery and Aquaculture statistics),processed,,,,,,"fish, capture production"
